currency,value,rated_at
CLP,795.37,2014-03-11
COP,2833.6,2014-03-11
CRC,776.52,2014-03-11
DOP,59.8,2014-03-11
EUR,1.0,2014-03-11
MXN,18.38,2014-03-11
PEN,3.88,2014-03-11
PYG,6124.86,2014-03-11
USD,1.39,2014-03-11
UYU,30.83,2014-03-11
VEF,8.72,2014-03-11
ARS,10.95,2014-03-12
BRL,3.28,2014-03-12
CLP,795.31,2014-03-12
COP,2844.07,2014-03-12
CRC,779.68,2014-03-12
DOP,60.09,2014-03-12
EUR,1.0,2014-03-12
MXN,18.41,2014-03-12
PEN,3.9,2014-03-12
PYG,6148.84,2014-03-12
USD,1.39,2014-03-12
UYU,30.91,2014-03-12
VEF,8.75,2014-03-12
ARS,10.93,2014-03-13
BRL,3.28,2014-03-13
CLP,795.08,2014-03-13
COP,2839.46,2014-03-13
CRC,769.17,2014-03-13
DOP,60.03,2014-03-13
EUR,1.0,2014-03-13
MXN,18.44,2014-03-13
PEN,3.89,2014-03-13
PYG,6124.91,2014-03-13
USD,1.39,2014-03-13
UYU,30.82,2014-03-13
VEF,8.73,2014-03-13
ARS,10.98,2014-03-14
BRL,3.27,2014-03-14
CLP,795.55,2014-03-14
COP,2842.46,2014-03-14
CRC,773.11,2014-03-14
DOP,60.05,2014-03-14
EUR,1.0,2014-03-14
MXN,18.39,2014-03-14
PEN,3.9,2014-03-14
PYG,6143.47,2014-03-14
USD,1.39,2014-03-14
UYU,30.88,2014-03-14
VEF,8.75,2014-03-14
ARS,10.98,2014-03-15
BRL,3.27,2014-03-15
CLP,795.82,2014-03-15
COP,2844.06,2014-03-15
CRC,772.16,2014-03-15
DOP,60.11,2014-03-15
EUR,1.0,2014-03-15
MXN,18.39,2014-03-15
PEN,3.9,2014-03-15
PYG,6154.57,2014-03-15
USD,1.39,2014-03-15
UYU,30.9,2014-03-15
VEF,8.75,2014-03-15
ARS,10.97,2014-03-16
BRL,3.27,2014-03-16
CLP,795.51,2014-03-16
COP,2843.09,2014-03-16
CRC,773.01,2014-03-16
DOP,59.93,2014-03-16
EUR,1.0,2014-03-16
MXN,18.39,2014-03-16
PEN,3.9,2014-03-16
PYG,6140.67,2014-03-16
USD,1.39,2014-03-16
UYU,30.85,2014-03-16
VEF,8.75,2014-03-16
ARS,11.01,2014-03-17
BRL,3.27,2014-03-17
CLP,795.19,2014-03-17
COP,2839.63,2014-03-17
CRC,766.11,2014-03-17
DOP,60.01,2014-03-17
EUR,1.0,2014-03-17
MXN,18.34,2014-03-17
PEN,3.9,2014-03-17
PYG,6145.74,2014-03-17
USD,1.39,2014-03-17
UYU,30.88,2014-03-17
VEF,8.76,2014-03-17
ARS,11.06,2014-03-18
BRL,3.26,2014-03-18
CLP,793.51,2014-03-18
COP,2831.46,2014-03-18
CRC,755.85,2014-03-18
DOP,60.08,2014-03-18
EUR,1.0,2014-03-18
MXN,18.35,2014-03-18
PEN,3.91,2014-03-18
PYG,6143.27,2014-03-18
USD,1.39,2014-03-18
UYU,31.2,2014-03-18
VEF,8.77,2014-03-18
ARS,10.98,2014-03-19
BRL,3.24,2014-03-19
CLP,788.5,2014-03-19
COP,2791.19,2014-03-19
CRC,746.62,2014-03-19
DOP,59.66,2014-03-19
EUR,1.0,2014-03-19
MXN,18.34,2014-03-19
PEN,3.89,2014-03-19
PYG,6089.79,2014-03-19
USD,1.38,2014-03-19
UYU,31.17,2014-03-19
VEF,8.7,2014-03-19
ARS,10.96,2014-03-20
BRL,3.21,2014-03-20
CLP,780.05,2014-03-20
COP,2756.25,2014-03-20
CRC,741.65,2014-03-20
DOP,59.45,2014-03-20
EUR,1.0,2014-03-20
MXN,18.24,2014-03-20
PEN,3.88,2014-03-20
PYG,6083.24,2014-03-20
USD,1.38,2014-03-20
UYU,31.34,2014-03-20
VEF,8.67,2014-03-20
ARS,10.99,2014-03-21
BRL,3.21,2014-03-21
CLP,776.92,2014-03-21
COP,2756.73,2014-03-21
CRC,743.43,2014-03-21
DOP,59.56,2014-03-21
EUR,1.0,2014-03-21
MXN,18.27,2014-03-21
PEN,3.88,2014-03-21
PYG,6102.02,2014-03-21
USD,1.38,2014-03-21
UYU,31.47,2014-03-21
VEF,8.68,2014-03-21
ARS,10.99,2014-03-22
BRL,3.21,2014-03-22
CLP,775.06,2014-03-22
COP,2751.7,2014-03-22
CRC,744.38,2014-03-22
DOP,59.51,2014-03-22
EUR,1.0,2014-03-22
MXN,18.25,2014-03-22
PEN,3.88,2014-03-22
PYG,6094.77,2014-03-22
USD,1.38,2014-03-22
UYU,31.46,2014-03-22
VEF,8.68,2014-03-22
ARS,10.98,2014-03-23
BRL,3.21,2014-03-23
CLP,774.96,2014-03-23
COP,2751.36,2014-03-23
CRC,744.25,2014-03-23
DOP,59.41,2014-03-23
EUR,1.0,2014-03-23
MXN,18.23,2014-03-23
PEN,3.88,2014-03-23
PYG,6097.11,2014-03-23
USD,1.38,2014-03-23
UYU,31.47,2014-03-23
VEF,8.68,2014-03-23
ARS,11.02,2014-03-24
BRL,3.21,2014-03-24
CLP,778.24,2014-03-24
COP,2758.99,2014-03-24
CRC,745.21,2014-03-24
DOP,59.55,2014-03-24
EUR,1.0,2014-03-24
MXN,18.26,2014-03-24
PEN,3.89,2014-03-24
PYG,6141.79,2014-03-24
USD,1.38,2014-03-24
UYU,31.67,2014-03-24
VEF,8.7,2014-03-24
ARS,11.06,2014-03-25
BRL,3.2,2014-03-25
CLP,773.9,2014-03-25
COP,2742.87,2014-03-25
CRC,744.12,2014-03-25
DOP,59.58,2014-03-25
EUR,1.0,2014-03-25
MXN,18.16,2014-03-25
PEN,3.89,2014-03-25
PYG,6122.41,2014-03-25
USD,1.38,2014-03-25
UYU,31.6,2014-03-25
VEF,8.7,2014-03-25
ARS,11.03,2014-03-26
BRL,3.18,2014-03-26
CLP,766.25,2014-03-26
COP,2724.18,2014-03-26
CRC,741.39,2014-03-26
DOP,59.45,2014-03-26
EUR,1.0,2014-03-26
MXN,18.11,2014-03-26
PEN,3.87,2014-03-26
PYG,6100.4,2014-03-26
USD,1.38,2014-03-26
UYU,31.48,2014-03-26
VEF,8.68,2014-03-26
ARS,11.0,2014-03-27
BRL,3.12,2014-03-27
CLP,760.95,2014-03-27
COP,2705.59,2014-03-27
CRC,739.18,2014-03-27
DOP,59.29,2014-03-27
EUR,1.0,2014-03-27
MXN,17.98,2014-03-27
PEN,3.87,2014-03-27
PYG,6096.16,2014-03-27
USD,1.37,2014-03-27
UYU,31.28,2014-03-27
VEF,8.65,2014-03-27
ARS,11.01,2014-03-28
BRL,3.12,2014-03-28
CLP,757.72,2014-03-28
COP,2704.87,2014-03-28
CRC,742.09,2014-03-28
DOP,59.21,2014-03-28
EUR,1.0,2014-03-28
MXN,17.99,2014-03-28
PEN,3.87,2014-03-28
PYG,6103.76,2014-03-28
USD,1.38,2014-03-28
UYU,31.34,2014-03-28
VEF,8.66,2014-03-28
ARS,11.01,2014-03-29
BRL,3.11,2014-03-29
CLP,756.81,2014-03-29
COP,2702.97,2014-03-29
CRC,742.26,2014-03-29
DOP,59.24,2014-03-29
EUR,1.0,2014-03-29
MXN,17.98,2014-03-29
PEN,3.87,2014-03-29
PYG,6106.01,2014-03-29
USD,1.38,2014-03-29
UYU,31.33,2014-03-29
VEF,8.66,2014-03-29
ARS,11.0,2014-03-30
BRL,3.11,2014-03-30
CLP,756.56,2014-03-30
COP,2703.17,2014-03-30
CRC,738.73,2014-03-30
DOP,59.1,2014-03-30
EUR,1.0,2014-03-30
MXN,17.97,2014-03-30
PEN,3.86,2014-03-30
PYG,6103.21,2014-03-30
USD,1.38,2014-03-30
UYU,31.27,2014-03-30
VEF,8.65,2014-03-30
ARS,11.02,2014-03-31
BRL,3.12,2014-03-31
CLP,756.82,2014-03-31
COP,2712.7,2014-03-31
CRC,748.91,2014-03-31
DOP,59.32,2014-03-31
EUR,1.0,2014-03-31
MXN,17.99,2014-03-31
PEN,3.87,2014-03-31
PYG,6113.4,2014-03-31
USD,1.38,2014-03-31
UYU,31.25,2014-03-31
VEF,8.67,2014-03-31
ARS,11.04,2014-04-01
BRL,3.12,2014-04-01
CLP,760.6,2014-04-01
COP,2707.43,2014-04-01
CRC,751.22,2014-04-01
DOP,59.42,2014-04-01
EUR,1.0,2014-04-01
MXN,18.01,2014-04-01
PEN,3.87,2014-04-01
PYG,6134.53,2014-04-01
USD,1.38,2014-04-01
UYU,31.26,2014-04-01
VEF,8.68,2014-04-01
ARS,11.01,2014-04-02
BRL,3.12,2014-04-02
CLP,760.29,2014-04-02
COP,2707.25,2014-04-02
CRC,750.04,2014-04-02
DOP,59.21,2014-04-02
EUR,1.0,2014-04-02
MXN,18.01,2014-04-02
PEN,3.87,2014-04-02
PYG,6120.17,2014-04-02
USD,1.38,2014-04-02
UYU,31.35,2014-04-02
VEF,8.66,2014-04-02
ARS,10.98,2014-04-03
BRL,3.12,2014-04-03
CLP,762.0,2014-04-03
COP,2698.09,2014-04-03
CRC,750.47,2014-04-03
DOP,59.07,2014-04-03
EUR,1.0,2014-04-03
MXN,17.99,2014-04-03
PEN,3.86,2014-04-03
PYG,6103.31,2014-04-03
USD,1.37,2014-04-03
UYU,31.25,2014-04-03
VEF,8.63,2014-04-03
ARS,10.96,2014-04-04
BRL,3.08,2014-04-04
CLP,760.87,2014-04-04
COP,2682.99,2014-04-04
CRC,749.2,2014-04-04
DOP,59.07,2014-04-04
EUR,1.0,2014-04-04
MXN,17.85,2014-04-04
PEN,3.85,2014-04-04
PYG,6109.37,2014-04-04
USD,1.37,2014-04-04
UYU,31.28,2014-04-04
VEF,8.62,2014-04-04
ARS,10.97,2014-04-05
BRL,3.07,2014-04-05
CLP,761.19,2014-04-05
COP,2680.97,2014-04-05
CRC,751.17,2014-04-05
DOP,59.08,2014-04-05
EUR,1.0,2014-04-05
MXN,17.84,2014-04-05
PEN,3.85,2014-04-05
PYG,6110.66,2014-04-05
USD,1.37,2014-04-05
UYU,31.32,2014-04-05
VEF,8.63,2014-04-05
ARS,10.96,2014-04-06
BRL,3.08,2014-04-06
CLP,760.72,2014-04-06
COP,2672.82,2014-04-06
CRC,750.6,2014-04-06
DOP,58.92,2014-04-06
EUR,1.0,2014-04-06
MXN,17.82,2014-04-06
PEN,3.85,2014-04-06
PYG,6099.93,2014-04-06
USD,1.37,2014-04-06
UYU,31.3,2014-04-06
VEF,8.62,2014-04-06
ARS,11.0,2014-04-07
BRL,3.06,2014-04-07
CLP,759.12,2014-04-07
COP,2666.49,2014-04-07
CRC,752.13,2014-04-07
DOP,59.17,2014-04-07
EUR,1.0,2014-04-07
MXN,17.88,2014-04-07
PEN,3.85,2014-04-07
PYG,6111.12,2014-04-07
USD,1.37,2014-04-07
UYU,31.41,2014-04-07
VEF,8.65,2014-04-07
ARS,11.04,2014-04-08
BRL,3.04,2014-04-08
CLP,755.16,2014-04-08
COP,2671.86,2014-04-08
CRC,758.7,2014-04-08
DOP,59.36,2014-04-08
EUR,1.0,2014-04-08
MXN,18.02,2014-04-08
PEN,3.86,2014-04-08
PYG,6131.64,2014-04-08
USD,1.38,2014-04-08
UYU,31.38,2014-04-08
VEF,8.68,2014-04-08
ARS,11.09,2014-04-09
BRL,3.04,2014-04-09
CLP,759.22,2014-04-09
COP,2675.08,2014-04-09
CRC,762.47,2014-04-09
DOP,59.74,2014-04-09
EUR,1.0,2014-04-09
MXN,18.0,2014-04-09
PEN,3.87,2014-04-09
PYG,6166.65,2014-04-09
USD,1.39,2014-04-09
UYU,31.56,2014-04-09
VEF,8.72,2014-04-09
ARS,11.11,2014-04-10
BRL,3.06,2014-04-10
CLP,756.93,2014-04-10
COP,2668.62,2014-04-10
CRC,763.96,2014-04-10
DOP,59.8,2014-04-10
EUR,1.0,2014-04-10
MXN,18.13,2014-04-10
PEN,3.87,2014-04-10
PYG,6176.23,2014-04-10
USD,1.39,2014-04-10
UYU,31.61,2014-04-10
VEF,8.74,2014-04-10
ARS,11.11,2014-04-11
BRL,3.07,2014-04-11
CLP,761.19,2014-04-11
COP,2674.54,2014-04-11
CRC,763.48,2014-04-11
DOP,59.83,2014-04-11
EUR,1.0,2014-04-11
MXN,18.1,2014-04-11
PEN,3.86,2014-04-11
PYG,6162.58,2014-04-11
USD,1.39,2014-04-11
UYU,31.59,2014-04-11
VEF,8.74,2014-04-11
ARS,11.11,2014-04-12
BRL,3.08,2014-04-12
CLP,762.0,2014-04-12
COP,2673.11,2014-04-12
CRC,763.35,2014-04-12
DOP,59.84,2014-04-12
EUR,1.0,2014-04-12
MXN,18.12,2014-04-12
PEN,3.86,2014-04-12
PYG,6155.97,2014-04-12
USD,1.39,2014-04-12
UYU,31.61,2014-04-12
VEF,8.74,2014-04-12
ARS,11.09,2014-04-13
BRL,3.07,2014-04-13
CLP,760.35,2014-04-13
COP,2667.5,2014-04-13
CRC,761.95,2014-04-13
DOP,59.62,2014-04-13
EUR,1.0,2014-04-13
MXN,18.08,2014-04-13
PEN,3.85,2014-04-13
PYG,6140.7,2014-04-13
USD,1.38,2014-04-13
UYU,31.54,2014-04-13
VEF,8.72,2014-04-13
ARS,11.06,2014-04-14
BRL,3.06,2014-04-14
CLP,759.45,2014-04-14
COP,2658.39,2014-04-14
CRC,759.59,2014-04-14
DOP,59.6,2014-04-14
EUR,1.0,2014-04-14
MXN,18.0,2014-04-14
PEN,3.84,2014-04-14
PYG,6131.07,2014-04-14
USD,1.38,2014-04-14
UYU,31.45,2014-04-14
VEF,8.69,2014-04-14
ARS,11.06,2014-04-15
BRL,3.08,2014-04-15
CLP,765.79,2014-04-15
COP,2669.18,2014-04-15
CRC,757.63,2014-04-15
DOP,59.55,2014-04-15
EUR,1.0,2014-04-15
MXN,18.09,2014-04-15
PEN,3.84,2014-04-15
PYG,6122.84,2014-04-15
USD,1.38,2014-04-15
UYU,31.52,2014-04-15
VEF,8.7,2014-04-15
ARS,11.05,2014-04-16
BRL,3.09,2014-04-16
CLP,768.09,2014-04-16
COP,2667.1,2014-04-16
CRC,757.78,2014-04-16
DOP,59.59,2014-04-16
EUR,1.0,2014-04-16
MXN,18.05,2014-04-16
PEN,3.84,2014-04-16
PYG,6126.42,2014-04-16
USD,1.38,2014-04-16
UYU,31.57,2014-04-16
VEF,8.69,2014-04-16
ARS,11.05,2014-04-17
BRL,3.09,2014-04-17
CLP,769.49,2014-04-17
COP,2665.18,2014-04-17
CRC,757.06,2014-04-17
DOP,59.59,2014-04-17
EUR,1.0,2014-04-17
MXN,18.03,2014-04-17
PEN,3.83,2014-04-17
PYG,6115.72,2014-04-17
USD,1.38,2014-04-17
UYU,31.61,2014-04-17
VEF,8.69,2014-04-17
ARS,11.07,2014-04-18
BRL,3.09,2014-04-18
CLP,770.02,2014-04-18
COP,2665.98,2014-04-18
CRC,758.05,2014-04-18
DOP,59.62,2014-04-18
EUR,1.0,2014-04-18
MXN,18.03,2014-04-18
PEN,3.83,2014-04-18
PYG,6111.01,2014-04-18
USD,1.38,2014-04-18
UYU,31.66,2014-04-18
VEF,8.7,2014-04-18
ARS,11.07,2014-04-19
BRL,3.09,2014-04-19
CLP,770.03,2014-04-19
COP,2665.78,2014-04-19
CRC,758.36,2014-04-19
DOP,59.63,2014-04-19
EUR,1.0,2014-04-19
MXN,18.03,2014-04-19
PEN,3.83,2014-04-19
PYG,6115.87,2014-04-19
USD,1.38,2014-04-19
UYU,31.7,2014-04-19
VEF,8.7,2014-04-19
ARS,11.07,2014-04-20
BRL,3.09,2014-04-20
CLP,770.04,2014-04-20
COP,2666.22,2014-04-20
CRC,758.5,2014-04-20
DOP,59.48,2014-04-20
EUR,1.0,2014-04-20
MXN,18.03,2014-04-20
PEN,3.84,2014-04-20
PYG,6116.49,2014-04-20
USD,1.38,2014-04-20
UYU,31.71,2014-04-20
VEF,8.7,2014-04-20
ARS,11.06,2014-04-21
BRL,3.08,2014-04-21
CLP,769.18,2014-04-21
COP,2652.67,2014-04-21
CRC,757.48,2014-04-21
DOP,59.46,2014-04-21
EUR,1.0,2014-04-21
MXN,17.98,2014-04-21
PEN,3.83,2014-04-21
PYG,6108.95,2014-04-21
USD,1.38,2014-04-21
UYU,31.63,2014-04-21
VEF,8.68,2014-04-21
ARS,11.05,2014-04-22
BRL,3.09,2014-04-22
CLP,774.01,2014-04-22
COP,2664.12,2014-04-22
CRC,757.47,2014-04-22
DOP,59.55,2014-04-22
EUR,1.0,2014-04-22
MXN,18.02,2014-04-22
PEN,3.84,2014-04-22
PYG,6112.74,2014-04-22
USD,1.38,2014-04-22
UYU,31.66,2014-04-22
VEF,8.69,2014-04-22
ARS,11.06,2014-04-23
BRL,3.08,2014-04-23
CLP,776.84,2014-04-23
COP,2670.28,2014-04-23
CRC,758.65,2014-04-23
DOP,59.64,2014-04-23
EUR,1.0,2014-04-23
MXN,18.05,2014-04-23
PEN,3.85,2014-04-23
PYG,6116.85,2014-04-23
USD,1.38,2014-04-23
UYU,31.72,2014-04-23
VEF,8.69,2014-04-23
ARS,11.07,2014-04-24
BRL,3.07,2014-04-24
CLP,775.28,2014-04-24
COP,2679.05,2014-04-24
CRC,758.55,2014-04-24
DOP,59.64,2014-04-24
EUR,1.0,2014-04-24
MXN,18.11,2014-04-24
PEN,3.86,2014-04-24
PYG,6119.55,2014-04-24
USD,1.38,2014-04-24
UYU,31.74,2014-04-24
VEF,8.7,2014-04-24
ARS,11.07,2014-04-25
BRL,3.1,2014-04-25
CLP,775.19,2014-04-25
COP,2684.44,2014-04-25
CRC,758.82,2014-04-25
DOP,59.79,2014-04-25
EUR,1.0,2014-04-25
MXN,18.15,2014-04-25
PEN,3.87,2014-04-25
PYG,6124.32,2014-04-25
USD,1.38,2014-04-25
UYU,31.73,2014-04-25
VEF,8.71,2014-04-25
ARS,11.07,2014-04-26
BRL,3.1,2014-04-26
CLP,775.35,2014-04-26
COP,2687.46,2014-04-26
CRC,758.62,2014-04-26
DOP,59.78,2014-04-26
EUR,1.0,2014-04-26
MXN,18.17,2014-04-26
PEN,3.87,2014-04-26
PYG,6127.18,2014-04-26
USD,1.38,2014-04-26
UYU,31.73,2014-04-26
VEF,8.7,2014-04-26
ARS,11.07,2014-04-27
BRL,3.1,2014-04-27
CLP,775.51,2014-04-27
COP,2689.2,2014-04-27
CRC,759.01,2014-04-27
DOP,59.85,2014-04-27
EUR,1.0,2014-04-27
MXN,18.18,2014-04-27
PEN,3.87,2014-04-27
PYG,6130.59,2014-04-27
USD,1.38,2014-04-27
UYU,31.75,2014-04-27
VEF,8.71,2014-04-27
ARS,11.08,2014-04-28
BRL,3.09,2014-04-28
CLP,775.68,2014-04-28
COP,2687.75,2014-04-28
CRC,759.59,2014-04-28
DOP,59.87,2014-04-28
EUR,1.0,2014-04-28
MXN,18.18,2014-04-28
PEN,3.89,2014-04-28
PYG,6135.46,2014-04-28
USD,1.39,2014-04-28
UYU,31.77,2014-04-28
VEF,8.72,2014-04-28
ARS,11.05,2014-04-29
BRL,3.09,2014-04-29
CLP,775.54,2014-04-29
COP,2673.87,2014-04-29
CRC,757.61,2014-04-29
DOP,59.65,2014-04-29
EUR,1.0,2014-04-29
MXN,18.11,2014-04-29
PEN,3.88,2014-04-29
PYG,6118.18,2014-04-29
USD,1.38,2014-04-29
UYU,31.68,2014-04-29
VEF,8.69,2014-04-29
ARS,11.1,2014-04-30
BRL,3.09,2014-04-30
CLP,781.83,2014-04-30
COP,2685.27,2014-04-30
CRC,760.38,2014-04-30
DOP,59.95,2014-04-30
EUR,1.0,2014-04-30
MXN,18.15,2014-04-30
PEN,3.89,2014-04-30
PYG,6150.44,2014-04-30
USD,1.39,2014-04-30
UYU,31.89,2014-04-30
VEF,8.73,2014-04-30
ARS,11.1,2014-05-01
BRL,3.1,2014-05-01
CLP,782.12,2014-05-01
COP,2680.54,2014-05-01
CRC,761.41,2014-05-01
DOP,59.97,2014-05-01
EUR,1.0,2014-05-01
MXN,18.1,2014-05-01
PEN,3.89,2014-05-01
PYG,6158.13,2014-05-01
USD,1.39,2014-05-01
UYU,31.89,2014-05-01
VEF,8.73,2014-05-01
ARS,11.1,2014-05-02
BRL,3.08,2014-05-02
CLP,781.84,2014-05-02
COP,2681.74,2014-05-02
CRC,764.21,2014-05-02
DOP,59.94,2014-05-02
EUR,1.0,2014-05-02
MXN,18.06,2014-05-02
PEN,3.89,2014-05-02
PYG,6143.53,2014-05-02
USD,1.39,2014-05-02
UYU,31.93,2014-05-02
VEF,8.73,2014-05-02
ARS,11.1,2014-05-03
BRL,3.08,2014-05-03
CLP,781.85,2014-05-03
COP,2673.01,2014-05-03
CRC,765.13,2014-05-03
DOP,59.96,2014-05-03
EUR,1.0,2014-05-03
MXN,18.06,2014-05-03
PEN,3.89,2014-05-03
PYG,6148.42,2014-05-03
USD,1.39,2014-05-03
UYU,31.97,2014-05-03
VEF,8.73,2014-05-03
ARS,11.1,2014-05-04
BRL,3.08,2014-05-04
CLP,782.02,2014-05-04
COP,2673.6,2014-05-04
CRC,765.98,2014-05-04
DOP,59.96,2014-05-04
EUR,1.0,2014-05-04
MXN,18.04,2014-05-04
PEN,3.89,2014-05-04
PYG,6153.02,2014-05-04
USD,1.39,2014-05-04
UYU,32.01,2014-05-04
VEF,8.73,2014-05-04
ARS,11.1,2014-05-05
BRL,3.1,2014-05-05
CLP,784.84,2014-05-05
COP,2670.24,2014-05-05
CRC,765.98,2014-05-05
DOP,59.96,2014-05-05
EUR,1.0,2014-05-05
MXN,18.09,2014-05-05
PEN,3.89,2014-05-05
PYG,6144.37,2014-05-05
USD,1.39,2014-05-05
UYU,31.98,2014-05-05
VEF,8.73,2014-05-05
ARS,11.14,2014-05-06
BRL,3.11,2014-05-06
CLP,787.12,2014-05-06
COP,2677.86,2014-05-06
CRC,769.91,2014-05-06
DOP,60.02,2014-05-06
EUR,1.0,2014-05-06
MXN,18.15,2014-05-06
PEN,3.91,2014-05-06
PYG,6158.24,2014-05-06
USD,1.39,2014-05-06
UYU,32.08,2014-05-06
VEF,8.76,2014-05-06
ARS,11.13,2014-05-07
BRL,3.09,2014-05-07
CLP,786.1,2014-05-07
COP,2662.85,2014-05-07
CRC,770.34,2014-05-07
DOP,60.09,2014-05-07
EUR,1.0,2014-05-07
MXN,18.06,2014-05-07
PEN,3.9,2014-05-07
PYG,6159.6,2014-05-07
USD,1.39,2014-05-07
UYU,32.07,2014-05-07
VEF,8.76,2014-05-07
ARS,11.07,2014-05-08
BRL,3.07,2014-05-08
CLP,776.49,2014-05-08
COP,2635.96,2014-05-08
CRC,766.9,2014-05-08
DOP,59.84,2014-05-08
EUR,1.0,2014-05-08
MXN,17.94,2014-05-08
PEN,3.87,2014-05-08
PYG,6128.97,2014-05-08
USD,1.38,2014-05-08
UYU,31.91,2014-05-08
VEF,8.71,2014-05-08
ARS,11.01,2014-05-09
BRL,3.05,2014-05-09
CLP,771.91,2014-05-09
COP,2618.37,2014-05-09
CRC,762.67,2014-05-09
DOP,59.49,2014-05-09
EUR,1.0,2014-05-09
MXN,17.83,2014-05-09
PEN,3.84,2014-05-09
PYG,6086.05,2014-05-09
USD,1.38,2014-05-09
UYU,31.69,2014-05-09
VEF,8.66,2014-05-09
ARS,11.01,2014-05-10
BRL,3.05,2014-05-10
CLP,769.15,2014-05-10
COP,2617.82,2014-05-10
CRC,763.26,2014-05-10
DOP,59.52,2014-05-10
EUR,1.0,2014-05-10
MXN,17.83,2014-05-10
PEN,3.84,2014-05-10
PYG,6088.28,2014-05-10
USD,1.38,2014-05-10
UYU,31.71,2014-05-10
VEF,8.66,2014-05-10
ARS,11.01,2014-05-11
BRL,3.05,2014-05-11
CLP,769.13,2014-05-11
COP,2617.98,2014-05-11
CRC,763.59,2014-05-11
DOP,59.49,2014-05-11
EUR,1.0,2014-05-11
MXN,17.82,2014-05-11
PEN,3.85,2014-05-11
PYG,6087.58,2014-05-11
USD,1.38,2014-05-11
UYU,31.71,2014-05-11
VEF,8.66,2014-05-11
ARS,11.02,2014-05-12
BRL,3.05,2014-05-12
CLP,761.31,2014-05-12
COP,2627.57,2014-05-12
CRC,762.38,2014-05-12
DOP,59.45,2014-05-12
EUR,1.0,2014-05-12
MXN,17.82,2014-05-12
PEN,3.83,2014-05-12
PYG,6079.71,2014-05-12
USD,1.38,2014-05-12
UYU,31.66,2014-05-12
VEF,8.66,2014-05-12
ARS,10.99,2014-05-13
BRL,3.04,2014-05-13
CLP,752.87,2014-05-13
COP,2624.71,2014-05-13
CRC,759.7,2014-05-13
DOP,59.12,2014-05-13
EUR,1.0,2014-05-13
MXN,17.7,2014-05-13
PEN,3.82,2014-05-13
PYG,6056.8,2014-05-13
USD,1.37,2014-05-13
UYU,31.54,2014-05-13
VEF,8.63,2014-05-13
ARS,11.0,2014-05-14
BRL,3.03,2014-05-14
CLP,755.55,2014-05-14
COP,2636.46,2014-05-14
CRC,759.33,2014-05-14
DOP,59.12,2014-05-14
EUR,1.0,2014-05-14
MXN,17.7,2014-05-14
PEN,3.82,2014-05-14
PYG,6068.75,2014-05-14
USD,1.37,2014-05-14
UYU,31.56,2014-05-14
VEF,8.63,2014-05-14
ARS,11.04,2014-05-15
BRL,3.04,2014-05-15
CLP,757.96,2014-05-15
COP,2641.07,2014-05-15
CRC,758.62,2014-05-15
DOP,59.27,2014-05-15
EUR,1.0,2014-05-15
MXN,17.76,2014-05-15
PEN,3.82,2014-05-15
PYG,6067.28,2014-05-15
USD,1.37,2014-05-15
UYU,31.56,2014-05-15
VEF,8.63,2014-05-15
ARS,11.03,2014-05-16
BRL,3.03,2014-05-16
CLP,755.42,2014-05-16
COP,2637.08,2014-05-16
CRC,756.58,2014-05-16
DOP,59.13,2014-05-16
EUR,1.0,2014-05-16
MXN,17.67,2014-05-16
PEN,3.82,2014-05-16
PYG,6058.1,2014-05-16
USD,1.37,2014-05-16
UYU,31.54,2014-05-16
VEF,8.62,2014-05-16
ARS,11.04,2014-05-17
BRL,3.03,2014-05-17
CLP,754.75,2014-05-17
COP,2636.33,2014-05-17
CRC,756.35,2014-05-17
DOP,59.11,2014-05-17
EUR,1.0,2014-05-17
MXN,17.68,2014-05-17
PEN,3.81,2014-05-17
PYG,6054.11,2014-05-17
USD,1.37,2014-05-17
UYU,31.53,2014-05-17
VEF,8.62,2014-05-17
ARS,11.04,2014-05-18
BRL,3.03,2014-05-18
CLP,755.16,2014-05-18
COP,2637.31,2014-05-18
CRC,756.55,2014-05-18
DOP,59.08,2014-05-18
EUR,1.0,2014-05-18
MXN,17.67,2014-05-18
PEN,3.82,2014-05-18
PYG,6060.12,2014-05-18
USD,1.37,2014-05-18
UYU,31.55,2014-05-18
VEF,8.62,2014-05-18
ARS,11.05,2014-05-19
BRL,3.03,2014-05-19
CLP,752.18,2014-05-19
COP,2636.36,2014-05-19
CRC,756.67,2014-05-19
DOP,59.22,2014-05-19
EUR,1.0,2014-05-19
MXN,17.68,2014-05-19
PEN,3.82,2014-05-19
PYG,6063.63,2014-05-19
USD,1.37,2014-05-19
UYU,31.56,2014-05-19
VEF,8.62,2014-05-19
ARS,11.04,2014-05-20
BRL,3.03,2014-05-20
CLP,755.4,2014-05-20
COP,2633.23,2014-05-20
CRC,756.23,2014-05-20
DOP,59.03,2014-05-20
EUR,1.0,2014-05-20
MXN,17.69,2014-05-20
PEN,3.82,2014-05-20
PYG,6059.14,2014-05-20
USD,1.37,2014-05-20
UYU,31.58,2014-05-20
VEF,8.62,2014-05-20
ARS,11.03,2014-05-21
BRL,3.02,2014-05-21
CLP,755.43,2014-05-21
COP,2621.66,2014-05-21
CRC,755.96,2014-05-21
DOP,59.14,2014-05-21
EUR,1.0,2014-05-21
MXN,17.69,2014-05-21
PEN,3.82,2014-05-21
PYG,6054.51,2014-05-21
USD,1.37,2014-05-21
